batch_id,event_id,event_class,station,audited_positive_channels,usable_channels,questionable_channels,rejected_channels,request_integrity_status
4,levent-12937,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
4,levent-12968,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
4,levent-12981,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
4,levent-12983,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
4,levent-12998,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
4,levent-13006,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
4,levent-13008,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
4,levent-13018,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
4,levent-13019,deep_moonquake_assigned,S16,MH2,MH2,,,usable_integrity
4,levent-13029,natural_impact,S16,MH2,MH2,,,usable_integrity
