batch_id,event_id,event_class,station,audited_positive_channels,usable_channels,questionable_channels,rejected_channels,request_integrity_status
3,levent-03422,deep_moonquake_assigned,S16,MH1;MH2;SHZ,MH1;MH2;SHZ,,,usable_integrity
3,levent-03466,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03468,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03468,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03494,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03494,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03499,deep_moonquake_assigned,S15,MH2,MH2,,,usable_integrity
3,levent-03499,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03502,deep_moonquake_assigned,S15,MH2,MH2,,,usable_integrity
3,levent-03502,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03523,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03523,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03531,deep_moonquake_assigned,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03531,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03532,deep_moonquake_assigned,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03532,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03535,deep_moonquake_assigned,S15,MH2;MHZ,MH2;MHZ,,,usable_integrity
3,levent-03537,deep_moonquake_assigned,S15,MH2;MHZ,MH2;MHZ,,,usable_integrity
3,levent-03560,deep_moonquake_assigned,S15,MH2,MH2,,,usable_integrity
3,levent-03560,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03566,natural_impact,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03566,natural_impact,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03630,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03630,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03631,deep_moonquake_assigned,S15,MH2,MH2,,,usable_integrity
3,levent-03631,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03658,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03659,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03664,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03667,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03667,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03669,deep_moonquake_assigned,S15,MH2,MH2,,,usable_integrity
3,levent-03669,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03677,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03682,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03682,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03683,deep_moonquake_assigned,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03683,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03684,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03699,natural_impact,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03699,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03742,deep_moonquake_assigned,S15,MH2;MHZ;SHZ,MH2;MHZ;SHZ,,,usable_integrity
3,levent-03742,deep_moonquake_assigned,S16,SHZ,SHZ,,,usable_integrity
3,levent-03745,deep_moonquake_assigned,S15,MH2;MHZ,MH2;MHZ,,,usable_integrity
3,levent-03748,deep_moonquake_assigned,S15,MH2;MHZ,MH2;MHZ,,,usable_integrity
3,levent-03756,deep_moonquake_assigned,S15,MH2;MHZ,MH2;MHZ,,,usable_integrity
3,levent-03766,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03767,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03767,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03779,natural_impact,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03779,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03789,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-03838,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-03887,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03887,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03891,natural_impact,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03905,natural_impact,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03905,natural_impact,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03906,deep_moonquake_assigned,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03906,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03940,natural_impact,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-03977,natural_impact,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03977,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-03978,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04001,deep_moonquake_assigned,S15,MH2,MH2,,,usable_integrity
3,levent-04025,deep_moonquake_assigned,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04025,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04035,natural_impact,S15,MH1,MH1,,,usable_integrity
3,levent-04035,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04039,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04039,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04056,natural_impact,S15,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04069,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04070,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04083,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04087,natural_impact,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04087,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04089,natural_impact,S15,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04094,natural_impact,S15,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04171,natural_impact,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04171,natural_impact,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04220,natural_impact,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04220,natural_impact,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04234,natural_impact,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04234,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04252,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04257,deep_moonquake_assigned,S15,MH2,MH2,,,usable_integrity
3,levent-04257,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04280,deep_moonquake_assigned,S15,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04280,deep_moonquake_assigned,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04297,deep_moonquake_assigned,S16,MH2,MH2,,,usable_integrity
3,levent-04340,natural_impact,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04340,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04351,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04360,natural_impact,S16,MH1;MH2;SHZ,MH1;MH2;SHZ,,,usable_integrity
3,levent-04443,deep_moonquake_assigned,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04451,deep_moonquake_unclassified,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04537,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04537,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04549,natural_impact,S15,MH1;MH2,,MH1;MH2,,questionable_integrity
3,levent-04549,natural_impact,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04567,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04570,natural_impact,S15,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04607,natural_impact,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04607,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04618,natural_impact,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04618,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04624,natural_impact,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04624,natural_impact,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04630,natural_impact,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04630,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04639,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04641,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04641,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04662,deep_moonquake_assigned,S15,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04662,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04670,natural_impact,S15,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04672,deep_moonquake_assigned,S16,MH1,MH1,,,usable_integrity
3,levent-04702,natural_impact,S15,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04739,natural_impact,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04739,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04767,natural_impact,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04767,natural_impact,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-04869,deep_moonquake_assigned,S15,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-04869,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04875,deep_moonquake_assigned,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04875,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04880,deep_moonquake_assigned,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04880,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-04982,natural_impact,S15,MH1;MH2;SHZ,MH1;MH2;SHZ,,,usable_integrity
3,levent-04983,natural_impact,S15,MH1;MH2;SHZ,MH1;MH2;SHZ,,,usable_integrity
3,levent-04992,deep_moonquake_assigned,S15,MH2,MH2,,,usable_integrity
3,levent-04992,deep_moonquake_assigned,S16,MH1;MH2;SHZ,MH1;MH2;SHZ,,,usable_integrity
3,levent-05002,deep_moonquake_assigned,S15,MH2,MH2,,,usable_integrity
3,levent-05002,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05044,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05044,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05045,natural_impact,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05045,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05053,deep_moonquake_assigned,S15,MHZ,MHZ,,,usable_integrity
3,levent-05085,natural_impact,S15,MH1;MH2;SHZ,MH1;MH2;SHZ,,,usable_integrity
3,levent-05128,deep_moonquake_assigned,S15,MH1;MH2;SHZ,MH1;MH2;SHZ,,,usable_integrity
3,levent-05128,deep_moonquake_assigned,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05137,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05160,deep_moonquake_assigned,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05160,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05175,deep_moonquake_assigned,S15,MH2,MH2,,,usable_integrity
3,levent-05175,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05176,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05186,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05186,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05194,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05215,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05266,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05268,natural_impact,S15,MH2;MHZ,MH2;MHZ,,,usable_integrity
3,levent-05268,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05277,natural_impact,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05277,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05290,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05356,natural_impact,S15,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05356,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05362,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05363,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05369,natural_impact,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05369,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05374,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05374,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05378,natural_impact,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05378,natural_impact,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05381,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05400,natural_impact,S15,SHZ,SHZ,,,usable_integrity
3,levent-05401,natural_impact,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05401,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05403,natural_impact,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05403,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05443,natural_impact,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05443,natural_impact,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05474,deep_moonquake_assigned,S16,MH1,MH1,,,usable_integrity
3,levent-05476,deep_moonquake_assigned,S15,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05481,artificial_impact_sivb,S15,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05481,artificial_impact_sivb,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05496,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05506,artificial_impact_lm,S15,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05506,artificial_impact_lm,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05537,deep_moonquake_assigned,S15,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05537,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05541,deep_moonquake_assigned,S15,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05541,deep_moonquake_assigned,S16,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
3,levent-05555,deep_moonquake_assigned,S15,MH1;MH2;SHZ,MH1;MH2;SHZ,,,usable_integrity
3,levent-05555,deep_moonquake_assigned,S16,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05566,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05566,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
3,levent-05570,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05619,deep_moonquake_assigned,S15,MH1;MH2,MH1;MH2,,,usable_integrity
3,levent-05619,deep_moonquake_assigned,S16,MH1;MH2;MHZ,MH1;MH2;MHZ,,,usable_integrity
