station,year,doy,selection_rank_within_station_year,archive_days_available_in_station_year,att_and_at_least_one_mh_available,available_selected_channels,selected_bytes,selection_seed,selected_primary_channel,att_gap_fraction,channel_gap_fraction,day_integrity_status
S16,1974,080,30,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,8.385392646010649e-05,8.385392646010649e-05,usable_integrity
S16,1974,096,2,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.0135424091233072,0.013549396950512207,usable_integrity
S16,1974,103,6,365,1,ATT;MH1;MH2;MHZ,1966183,lunaseis-independent-background-v0.1,MHZ,0.0,1.4166255170683138e-05,usable_integrity
S16,1974,104,28,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1,MHZ,0.006666480322003578,0.006734612589445439,usable_integrity
S16,1974,111,11,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.008301596729674015,0.008301596729674015,usable_integrity
S16,1974,117,23,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.004458296064400715,0.004458296064400715,usable_integrity
S16,1974,120,9,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1,MHZ,0.0010481667563431558,0.0010638892576883031,usable_integrity
S16,1974,141,22,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,9.084238845602879e-05,9.084238845602879e-05,usable_integrity
S16,1974,160,17,365,1,ATT;MH1;MH2;MHZ,2269287,lunaseis-independent-background-v0.1,MHZ,6.987778375621039e-06,1.7469445939052596e-05,usable_integrity
S16,1974,167,8,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.00042626341681574237,0.00042626341681574237,usable_integrity
S16,1974,182,25,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1,MHZ,0.0009922714631112601,0.000997512333515017,usable_integrity
S16,1974,183,13,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,5.5901836375324926e-05,5.939570114878274e-05,usable_integrity
S16,1974,184,16,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,4.1926963230053246e-05,4.1926963230053246e-05,usable_integrity
S16,1974,216,4,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,2.0963481615026623e-05,2.445739521753106e-05,usable_integrity
S16,1974,224,26,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,1.3975849731663685e-05,1.5722830948121647e-05,usable_integrity
S16,1974,226,15,365,1,ATT;MH1;MH2;MHZ,2285671,lunaseis-independent-background-v0.1,MHZ,0.022885453935599286,0.023587740384615384,usable_integrity
S16,1974,245,18,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.0019845429262225203,0.001989783796626277,usable_integrity
S16,1974,246,19,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1,MHZ,0.0001257800107611787,0.00013102084454289447,usable_integrity
S16,1974,249,21,365,1,ATT;MH1;MH2;MHZ,2277479,lunaseis-independent-background-v0.1,MHZ,0.1118324051234391,0.11189005429503798,usable_integrity
S16,1974,292,20,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.00011883375158153744,0.00012058130675185416,usable_integrity
S16,1974,297,3,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1,MHZ,0.0001467433458880418,0.00019216390532957858,usable_integrity
S16,1974,315,29,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.04936270125223614,0.049380171064400714,usable_integrity
S16,1974,316,5,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.003193481663685152,0.003202216569767442,usable_integrity
S16,1974,343,12,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1,MHZ,6.987924865831843e-06,4.192754919499105e-05,usable_integrity
S16,1974,345,14,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.004234682468694097,0.004234682468694097,usable_integrity
S16,1974,360,27,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1,MHZ,0.0024876664849831595,0.002620435201878328,usable_integrity
S16,1975,003,4,365,1,ATT;MH1;MH2;MHZ,2306151,lunaseis-independent-background-v0.1,MHZ,0.002480695992453094,0.002576779287935432,usable_integrity
S16,1975,017,1,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.004004080948121646,0.004042514534883721,usable_integrity
S16,1975,045,6,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.0003985623785083978,0.0004247835876207924,usable_integrity
S16,1975,048,15,365,1,ATT;MH1;MH2;MHZ,2293863,lunaseis-independent-background-v0.1,MHZ,0.00046149005349089254,0.0005104359682550782,usable_integrity
S16,1975,053,5,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1,MHZ,5.590222700496831e-05,6.289000538058936e-05,usable_integrity
S16,1975,057,32,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.000363364475532294,0.00037035225390791505,usable_integrity
S16,1975,093,8,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.0039901608642786265,0.0039901608642786265,usable_integrity
S16,1975,099,26,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.0016281864937388194,0.0016299334749552772,usable_integrity
S16,1975,109,9,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1,MHZ,0.0012232886192217087,0.0012372690605842427,usable_integrity
S16,1975,116,22,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.0007546853381409584,0.0007581792517434629,usable_integrity
S16,1975,127,20,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.007246478085867621,0.007246478085867621,usable_integrity
S16,1975,139,7,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1,MHZ,0.0010411789779675349,0.001062142313094398,usable_integrity
S16,1975,147,16,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1,MHZ,1.3989144423927032e-05,2.0983716635890548e-05,usable_integrity
S16,1975,153,11,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.0006359011627906977,0.0006463830500894454,usable_integrity
S16,1975,173,31,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,6.289000538058936e-05,6.463694997449461e-05,usable_integrity
S16,1975,184,18,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,185,27,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,189,28,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,199,25,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,249,3,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,254,13,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,255,29,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,258,12,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,283,2,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,285,14,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,286,24,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,301,19,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,310,17,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,317,30,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,323,21,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,326,10,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1975,365,23,365,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,001,28,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,009,17,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,024,15,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,038,4,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,080,6,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,095,31,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,105,3,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,106,16,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,107,20,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,124,22,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,143,26,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,163,13,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,171,10,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,183,29,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,212,25,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,216,12,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,236,30,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,255,11,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,267,32,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,275,1,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,278,9,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,287,27,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,295,19,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,322,5,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,329,14,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,336,18,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,347,23,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,357,8,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,360,21,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,362,7,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,364,24,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1976,365,2,366,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1977,009,18,273,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1977,015,2,273,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1977,022,11,273,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1977,041,22,273,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1977,047,13,273,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1977,063,23,273,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1977,072,8,273,0,,0,lunaseis-independent-background-v0.1,,,,archive_incomplete
S16,1977,085,16,273,1,ATT;MH1;MH2;MHZ,1601639,lunaseis-independent-background-v0.1,MHZ,0.0003843197540353574,0.0006243888105852268,usable_integrity
S16,1977,086,19,273,1,ATT;MH1;MH2;MHZ,2269287,lunaseis-independent-background-v0.1,MHZ,0.0017119458885348539,0.0017294147241321482,usable_integrity
S16,1977,089,14,273,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1,MHZ,0.002305886298842864,0.0023251020179998884,usable_integrity
S16,1977,090,20,273,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1,MHZ,0.00161417680476846,0.0016351401398953232,usable_integrity
S16,1977,104,1,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.0014953636738430148,0.0016455988092992054,usable_integrity
S16,1977,109,29,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.0022989469565156627,0.0022709962336400925,usable_integrity
S16,1977,133,3,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.11639298441758088,0.11637900915379777,usable_integrity
S16,1977,142,28,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,4.192579134931172e-05,0.00021486968066522256,usable_integrity
S16,1977,169,7,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.0072392372247727255,0.007246224905491618,usable_integrity
S16,1977,173,10,273,1,ATT;MH1;MH2;MHZ,2289767,lunaseis-independent-background-v0.1,MHZ,0.024261057927468382,0.02418419397666131,usable_integrity
S16,1977,177,15,273,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1,MHZ,0.018447219291319327,0.018389571731033953,usable_integrity
S16,1977,178,17,273,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1,MHZ,0.0006288780815025994,0.0006446000335401643,usable_integrity
S16,1977,181,9,273,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1,MHZ,0.0008524851339170294,0.0009869961079162328,usable_integrity
S16,1977,190,26,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.0007826202405159704,0.0007965956019537555,usable_integrity
S16,1977,194,5,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.004611869274469111,0.004671264560579698,usable_integrity
S16,1977,209,30,273,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1,MHZ,0.01616227962909909,0.016347450580318775,usable_integrity
S16,1977,211,12,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1,MHZ,0.012682463262782037,0.012682463262782037,usable_integrity
S16,1977,218,31,273,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1,MHZ,0.00418559150303962,0.004154147159527636,usable_integrity
S16,1977,244,32,273,1,ATT;MH1;MH2;MHZ,2117735,lunaseis-independent-background-v0.1,MHZ,0.14019543389911546,0.14020477229261297,usable_integrity
S16,1977,249,6,273,1,ATT;MH1;MH2;MHZ,2265191,lunaseis-independent-background-v0.1,MHZ,0.1670638054043478,0.16728042653399205,usable_integrity
S16,1977,250,21,273,1,ATT;MH1;MH2;MHZ,2265191,lunaseis-independent-background-v0.1,MHZ,0.12444621469400305,0.12446717817561807,usable_integrity
S16,1977,262,25,273,1,ATT;MH1;MH2;MHZ,2302055,lunaseis-independent-background-v0.1,MHZ,0.0016001900662436762,0.0006568465774100679,usable_integrity
S16,1977,268,4,273,1,ATT;MH1;MH2;MHZ,2265191,lunaseis-independent-background-v0.1,MHZ,0.013982251414995457,0.013819788973516874,usable_integrity
S16,1977,271,24,273,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1,MHZ,0.005513203038201116,0.0057455401751088315,usable_integrity
S16,1977,272,27,273,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1,MHZ,0.01426165703544801,0.014202262579396413,usable_integrity
