event_id,event_class,reference_time,station,positive_channels,required_station_days,crosses_day_boundary,complete_positive_channels,missing_positive_channels,station_request_usable
levent-01187,deep_moonquake_assigned,1971-05-03T00:21:00,S14,MH2;MHZ,1971-123,0,MH2;MHZ,,1
levent-01189,deep_moonquake_assigned,1971-05-03T03:13:00,S14,MH2;MHZ,1971-123,0,MH2;MHZ,,1
levent-01222,natural_impact,1971-05-12T08:05:00,S12,MH2;MHZ,1971-132,0,MH2;MHZ,,1
levent-01222,natural_impact,1971-05-12T08:05:00,S14,MH1;MH2;MHZ;SHZ,1971-132,0,MH1;MH2;MHZ;SHZ,,1
levent-01222,natural_impact,1971-05-12T08:05:00,S15,SHZ,1971-132,0,,SHZ,0
levent-01223,natural_impact,1971-05-12T09:45:00,S12,MH2;MHZ,1971-132,0,MH2;MHZ,,1
levent-01223,natural_impact,1971-05-12T09:45:00,S14,MH1;MH2;MHZ;SHZ,1971-132,0,MH1;MH2;MHZ;SHZ,,1
levent-01223,natural_impact,1971-05-12T09:45:00,S15,SHZ,1971-132,0,,SHZ,0
levent-01233,natural_impact,1971-05-13T03:00:00,S12,MH2;MHZ,1971-133,0,MH2;MHZ,,1
levent-01233,natural_impact,1971-05-13T03:00:00,S14,MH1;MH2;MHZ;SHZ,1971-133,0,MH1;MH2;MHZ;SHZ,,1
levent-01233,natural_impact,1971-05-13T03:00:00,S15,SHZ,1971-133,0,,SHZ,0
levent-01238,natural_impact,1971-05-13T11:51:00,S12,MH2;MHZ,1971-133,0,MH2;MHZ,,1
levent-01238,natural_impact,1971-05-13T11:51:00,S14,MH1;MH2;MHZ;SHZ,1971-133,0,MH1;MH2;MHZ;SHZ,,1
levent-01248,natural_impact,1971-05-15T02:04:00,S14,MH1;MH2;MHZ,1971-135,0,MH1;MH2;MHZ,,1
levent-01248,natural_impact,1971-05-15T02:04:00,S15,SHZ,1971-135,0,,SHZ,0
levent-01267,natural_impact,1971-05-22T17:55:00,S12,MH2;MHZ,1971-142,0,MH2;MHZ,,1
levent-01267,natural_impact,1971-05-22T17:55:00,S14,MH2;MHZ;SHZ,1971-142,0,MH2;MHZ;SHZ,,1
levent-01267,natural_impact,1971-05-22T17:55:00,S15,SHZ,1971-142,0,,SHZ,0
levent-01270,natural_impact,1971-05-23T22:20:00,S12,MH2;MHZ,1971-143,0,MH2;MHZ,,1
levent-01270,natural_impact,1971-05-23T22:20:00,S14,MH1;MH2;MHZ;SHZ,1971-143,0,MH1;MH2;MHZ;SHZ,,1
levent-01270,natural_impact,1971-05-23T22:20:00,S15,SHZ,1971-143,0,,SHZ,0
levent-01346,natural_impact,1971-06-04T21:51:00,S12,MH2;MHZ,1971-155,0,MH2;MHZ,,1
levent-01346,natural_impact,1971-06-04T21:51:00,S14,MH1;MH2;MHZ;SHZ,1971-155,0,MH1;MH2;MHZ;SHZ,,1
levent-01346,natural_impact,1971-06-04T21:51:00,S15,SHZ,1971-155,0,,SHZ,0
levent-01369,natural_impact,1971-06-08T14:20:00,S14,MH1;MH2;MHZ,1971-159,0,MH1;MH2;MHZ,,1
levent-01369,natural_impact,1971-06-08T14:20:00,S15,SHZ,1971-159,0,,SHZ,0
levent-01386,deep_moonquake_assigned,1971-06-09T10:17:00,S12,MH2;MHZ,1971-160,0,MH2;MHZ,,1
levent-01386,deep_moonquake_assigned,1971-06-09T10:17:00,S14,MH2;MHZ;SHZ,1971-160,0,MH2;MHZ;SHZ,,1
levent-01386,deep_moonquake_assigned,1971-06-09T10:17:00,S15,SHZ,1971-160,0,,SHZ,0
levent-01410,natural_impact,1971-06-11T13:52:00,S12,MH2;MHZ,1971-162,0,MH2;MHZ,,1
levent-01410,natural_impact,1971-06-11T13:52:00,S14,MH2;MHZ;SHZ,1971-162,0,MH2;MHZ;SHZ,,1
levent-01410,natural_impact,1971-06-11T13:52:00,S15,SHZ,1971-162,0,,SHZ,0
levent-01416,deep_moonquake_assigned,1971-06-12T06:38:00,S12,MH2;MHZ,1971-163,0,MH2;MHZ,,1
levent-01416,deep_moonquake_assigned,1971-06-12T06:38:00,S14,MH2;MHZ;SHZ,1971-163,0,MH2;MHZ;SHZ,,1
levent-01416,deep_moonquake_assigned,1971-06-12T06:38:00,S15,SHZ,1971-163,0,,SHZ,0
levent-01417,natural_impact,1971-06-12T10:51:00,S12,MH2;MHZ,1971-163,0,MH2;MHZ,,1
levent-01417,natural_impact,1971-06-12T10:51:00,S14,MH1;MH2;MHZ;SHZ,1971-163,0,MH1;MH2;MHZ;SHZ,,1
levent-01417,natural_impact,1971-06-12T10:51:00,S15,SHZ,1971-163,0,,SHZ,0
levent-01428,natural_impact,1971-06-19T16:35:00,S12,MH2;MHZ,1971-170,0,MH2;MHZ,,1
levent-01428,natural_impact,1971-06-19T16:35:00,S14,MH2;MHZ;SHZ,1971-170,0,MH2;MHZ;SHZ,,1
levent-01428,natural_impact,1971-06-19T16:35:00,S15,SHZ,1971-170,0,,SHZ,0
levent-01455,natural_impact,1971-06-24T17:19:00,S12,MH2;MHZ,1971-175,0,MH2;MHZ,,1
levent-01455,natural_impact,1971-06-24T17:19:00,S14,MH2;MHZ;SHZ,1971-175,0,MH2;MHZ;SHZ,,1
levent-01455,natural_impact,1971-06-24T17:19:00,S15,SHZ,1971-175,0,,SHZ,0
levent-01471,natural_impact,1971-06-26T00:11:00,S12,MH2;MHZ,1971-177,0,MH2;MHZ,,1
levent-01471,natural_impact,1971-06-26T00:11:00,S14,MH1;MH2;MHZ;SHZ,1971-177,0,MH1;MH2;MHZ;SHZ,,1
levent-01476,natural_impact,1971-06-27T18:55:00,S12,MH2;MHZ,1971-178,0,MH2;MHZ,,1
levent-01476,natural_impact,1971-06-27T18:55:00,S14,MH1;MH2;MHZ;SHZ,1971-178,0,MH1;MH2;MHZ;SHZ,,1
levent-01476,natural_impact,1971-06-27T18:55:00,S15,SHZ,1971-178,0,,SHZ,0
levent-01488,natural_impact,1971-06-30T14:01:00,S14,MH2;MHZ,1971-181,0,MH2;MHZ,,1
levent-01516,deep_moonquake_assigned,1971-07-06T16:52:00,S12,MH2;MHZ,1971-187,0,MH2;MHZ,,1
levent-01516,deep_moonquake_assigned,1971-07-06T16:52:00,S14,MH1;MH2;MHZ;SHZ,1971-187,0,MH1;MH2;MHZ;SHZ,,1
levent-01559,natural_impact,1971-07-14T03:02:00,S12,MH2;MHZ,1971-195,0,MH2;MHZ,,1
levent-01559,natural_impact,1971-07-14T03:02:00,S14,MH1;MH2;MHZ;SHZ,1971-195,0,MH1;MH2;MHZ;SHZ,,1
levent-01559,natural_impact,1971-07-14T03:02:00,S15,SHZ,1971-195,0,,SHZ,0
levent-01560,natural_impact,1971-07-14T23:58:00,S12,MH2;MHZ,1971-195;1971-196,1,MH2;MHZ,,1
levent-01560,natural_impact,1971-07-14T23:58:00,S14,MH2;MHZ;SHZ,1971-195;1971-196,1,MH2;MHZ;SHZ,,1
levent-01560,natural_impact,1971-07-14T23:58:00,S15,SHZ,1971-195;1971-196,1,,SHZ,0
levent-01586,deep_moonquake_assigned,1971-07-22T09:19:00,S12,MH2;MHZ,1971-203,0,MH2;MHZ,,1
levent-01586,deep_moonquake_assigned,1971-07-22T09:19:00,S14,MH2;MHZ;SHZ,1971-203,0,MH2;MHZ;SHZ,,1
levent-01592,natural_impact,1971-07-23T17:12:00,S12,MH2;MHZ,1971-204,0,MH2;MHZ,,1
levent-01592,natural_impact,1971-07-23T17:12:00,S14,MH2;MHZ;SHZ,1971-204,0,MH2;MHZ;SHZ,,1
levent-01599,natural_impact,1971-07-26T11:24:00,S12,MH2;MHZ,1971-207,0,MH2;MHZ,,1
levent-01599,natural_impact,1971-07-26T11:24:00,S14,MH1;MH2;MHZ;SHZ,1971-207,0,MH1;MH2;MHZ;SHZ,,1
levent-01599,natural_impact,1971-07-26T11:24:00,S15,SHZ,1971-207,0,,SHZ,0
levent-01600,natural_impact,1971-07-26T12:01:00,S12,MH2;MHZ,1971-207,0,MH2;MHZ,,1
levent-01600,natural_impact,1971-07-26T12:01:00,S14,MH1;MH2;MHZ;SHZ,1971-207,0,MH1;MH2;MHZ;SHZ,,1
levent-01600,natural_impact,1971-07-26T12:01:00,S15,SHZ,1971-207,0,,SHZ,0
levent-01601,natural_impact,1971-07-27T11:45:00,S12,MH2;MHZ,1971-208,0,MH2;MHZ,,1
levent-01601,natural_impact,1971-07-27T11:45:00,S14,MH1;MH2;MHZ;SHZ,1971-208,0,MH1;MH2;MHZ;SHZ,,1
levent-01601,natural_impact,1971-07-27T11:45:00,S15,SHZ,1971-208,0,,SHZ,0
levent-01605,artificial_impact_sivb,1971-07-29T21:00:00,S12,MH2;MHZ,1971-210,0,MH2;MHZ,,1
levent-01605,artificial_impact_sivb,1971-07-29T21:00:00,S14,MH1;MH2;MHZ;SHZ,1971-210,0,MH1;MH2;MHZ;SHZ,,1
levent-01605,artificial_impact_sivb,1971-07-29T21:00:00,S15,SHZ,1971-210,0,,SHZ,0
levent-01616,artificial_impact_lm,1971-08-03T03:07:00,S12,MH2;MHZ,1971-215,0,MH2;MHZ,,1
levent-01616,artificial_impact_lm,1971-08-03T03:07:00,S14,MH1;MH2;MHZ;SHZ,1971-215,0,MH1;MH2;MHZ;SHZ,,1
levent-01616,artificial_impact_lm,1971-08-03T03:07:00,S15,SHZ,1971-215,0,SHZ,,1
levent-01619,natural_impact,1971-08-03T21:09:00,S12,MH1;MH2;MHZ,1971-215,0,MH1;MH2;MHZ,,1
levent-01619,natural_impact,1971-08-03T21:09:00,S14,SHZ,1971-215,0,SHZ,,1
levent-01632,deep_moonquake_assigned,1971-08-06T07:20:00,S14,MH2;MHZ,1971-218,0,MH2;MHZ,,1
levent-01632,deep_moonquake_assigned,1971-08-06T07:20:00,S15,SHZ,1971-218,0,SHZ,,1
levent-01686,deep_moonquake_assigned,1971-08-20T07:34:00,S12,MH1;MH2;MHZ,1971-232,0,MH1;MH2;MHZ,,1
levent-01693,natural_impact,1971-08-21T22:24:00,S14,MH1;MH2;MHZ,1971-233,0,MH1;MH2;MHZ,,1
levent-01754,deep_moonquake_assigned,1971-09-02T23:12:00,S12,MH2;MHZ,1971-245,0,MH2;MHZ,,1
levent-01754,deep_moonquake_assigned,1971-09-02T23:12:00,S14,MH2;MHZ;SHZ,1971-245,0,MH2;MHZ;SHZ,,1
levent-01754,deep_moonquake_assigned,1971-09-02T23:12:00,S15,MH2;MHZ;SHZ,1971-245,0,MH2;MHZ;SHZ,,1
levent-01756,deep_moonquake_assigned,1971-09-03T09:20:00,S14,MH2;MHZ,1971-246,0,MH2;MHZ,,1
levent-01756,deep_moonquake_assigned,1971-09-03T09:20:00,S15,MH2;MHZ,1971-246,0,MH2;MHZ,,1
levent-01767,natural_impact,1971-09-09T06:12:00,S12,MH2;MHZ,1971-252,0,MH2;MHZ,,1
levent-01767,natural_impact,1971-09-09T06:12:00,S14,MH2;MHZ;SHZ,1971-252,0,MH2;MHZ;SHZ,,1
levent-01767,natural_impact,1971-09-09T06:12:00,S15,MH1;MH2;MHZ;SHZ,1971-252,0,MH1;MH2;MHZ;SHZ,,1
levent-01767,natural_impact,1971-09-09T06:12:00,S16,SHZ,1971-252,0,,SHZ,0
levent-01780,deep_moonquake_assigned,1971-09-15T08:52:00,S12,MH2;MHZ,1971-258,0,MH2;MHZ,,1
levent-01780,deep_moonquake_assigned,1971-09-15T08:52:00,S14,MH2;MHZ;SHZ,1971-258,0,MH2;MHZ;SHZ,,1
levent-01780,deep_moonquake_assigned,1971-09-15T08:52:00,S15,SHZ,1971-258,0,SHZ,,1
levent-01787,deep_moonquake_assigned,1971-09-15T18:18:00,S12,MH2;MHZ,1971-258,0,MH2;MHZ,,1
levent-01787,deep_moonquake_assigned,1971-09-15T18:18:00,S14,MH2;MHZ;SHZ,1971-258,0,MH2;MHZ;SHZ,,1
levent-01787,deep_moonquake_assigned,1971-09-15T18:18:00,S15,MH2;MHZ;SHZ,1971-258,0,MH2;MHZ;SHZ,,1
levent-01791,natural_impact,1971-09-16T11:53:00,S14,MH2;MHZ,1971-259,0,MH2;MHZ,,1
levent-01791,natural_impact,1971-09-16T11:53:00,S15,MH2;MHZ;SHZ,1971-259,0,MH2;MHZ;SHZ,,1
levent-01794,deep_moonquake_assigned,1971-09-17T11:18:00,S12,MH2;MHZ,1971-260,0,MH2;MHZ,,1
levent-01794,deep_moonquake_assigned,1971-09-17T11:18:00,S14,MH2;MHZ;SHZ,1971-260,0,MH2;MHZ;SHZ,,1
levent-01794,deep_moonquake_assigned,1971-09-17T11:18:00,S15,MH2;MHZ;SHZ,1971-260,0,MH2;MHZ;SHZ,,1
levent-01796,deep_moonquake_assigned,1971-09-18T01:20:00,S12,MHZ,1971-261,0,MHZ,,1
levent-01796,deep_moonquake_assigned,1971-09-18T01:20:00,S14,MH2;MHZ;SHZ,1971-261,0,MH2;MHZ;SHZ,,1
levent-01796,deep_moonquake_assigned,1971-09-18T01:20:00,S15,MHZ;SHZ,1971-261,0,MHZ;SHZ,,1
levent-01797,deep_moonquake_assigned,1971-09-18T10:08:00,S12,MH2;MHZ,1971-261,0,MH2;MHZ,,1
levent-01797,deep_moonquake_assigned,1971-09-18T10:08:00,S14,MH1;MH2;MHZ;SHZ,1971-261,0,MH1;MH2;MHZ;SHZ,,1
levent-01797,deep_moonquake_assigned,1971-09-18T10:08:00,S15,MH1;SHZ,1971-261,0,MH1;SHZ,,1
levent-01821,natural_impact,1971-09-25T08:57:00,S12,MH2;MHZ,1971-268,0,MH2;MHZ,,1
levent-01821,natural_impact,1971-09-25T08:57:00,S14,MH1;MH2;MHZ;SHZ,1971-268,0,MH1;MH2;MHZ;SHZ,,1
levent-01821,natural_impact,1971-09-25T08:57:00,S15,MH2;MHZ;SHZ,1971-268,0,MH2;MHZ;SHZ,,1
levent-01837,deep_moonquake_assigned,1971-09-26T02:09:00,S14,MH2;MHZ,1971-269,0,MH2;MHZ,,1
levent-01837,deep_moonquake_assigned,1971-09-26T02:09:00,S15,MH2;MHZ;SHZ,1971-269,0,MH2;MHZ;SHZ,,1
levent-01841,deep_moonquake_assigned,1971-09-26T07:18:00,S14,MH2;MHZ;SHZ,1971-269,0,MH2;MHZ;SHZ,,1
levent-01841,deep_moonquake_assigned,1971-09-26T07:18:00,S15,MH1;MH2;MHZ;SHZ,1971-269,0,MH1;MH2;MHZ;SHZ,,1
levent-01925,natural_impact,1971-10-06T10:46:00,S12,MH2;MHZ,1971-279,0,MH2;MHZ,,1
levent-01925,natural_impact,1971-10-06T10:46:00,S14,MH2;MHZ;SHZ,1971-279,0,MH2;MHZ;SHZ,,1
levent-01925,natural_impact,1971-10-06T10:46:00,S15,MH2;MHZ;SHZ,1971-279,0,MH2;MHZ;SHZ,,1
levent-01925,natural_impact,1971-10-06T10:46:00,S16,SHZ,1971-279,0,,SHZ,0
levent-01926,natural_impact,1971-10-06T17:15:00,S12,MH2;MHZ,1971-279,0,MH2;MHZ,,1
levent-01926,natural_impact,1971-10-06T17:15:00,S14,MH2;MHZ;SHZ,1971-279,0,MH2;MHZ;SHZ,,1
levent-01926,natural_impact,1971-10-06T17:15:00,S15,MH2;MHZ;SHZ,1971-279,0,MH2;MHZ;SHZ,,1
levent-01926,natural_impact,1971-10-06T17:15:00,S16,SHZ,1971-279,0,,SHZ,0
levent-01942,deep_moonquake_assigned,1971-10-10T03:21:00,S12,MH2;MHZ,1971-283,0,MH2;MHZ,,1
levent-01942,deep_moonquake_assigned,1971-10-10T03:21:00,S14,MH1;MH2;MHZ;SHZ,1971-283,0,MH1;MH2;MHZ;SHZ,,1
levent-01962,deep_moonquake_assigned,1971-10-15T06:28:00,S12,MHZ,1971-288,0,MHZ,,1
levent-01962,deep_moonquake_assigned,1971-10-15T06:28:00,S14,MH2;MHZ;SHZ,1971-288,0,MH2;MHZ;SHZ,,1
levent-01962,deep_moonquake_assigned,1971-10-15T06:28:00,S15,MH2;MHZ,1971-288,0,MH2;MHZ,,1
levent-01969,deep_moonquake_assigned,1971-10-15T22:41:00,S12,MH2;MHZ,1971-288,0,MH2;MHZ,,1
levent-01969,deep_moonquake_assigned,1971-10-15T22:41:00,S14,MH1;MH2;MHZ;SHZ,1971-288,0,MH1;MH2;MHZ;SHZ,,1
levent-01969,deep_moonquake_assigned,1971-10-15T22:41:00,S15,MH2;MHZ,1971-288,0,MH2;MHZ,,1
levent-01981,deep_moonquake_assigned,1971-10-17T14:04:00,S12,MH1;MH2,1971-290,0,MH1;MH2,,1
levent-01981,deep_moonquake_assigned,1971-10-17T14:04:00,S14,MH1;MH2;MHZ,1971-290,0,MH1;MH2;MHZ,,1
levent-01981,deep_moonquake_assigned,1971-10-17T14:04:00,S15,MH1;MH2;MHZ,1971-290,0,MH1;MH2;MHZ,,1
levent-01986,natural_impact,1971-10-18T03:19:00,S12,MH1;MH2;MHZ,1971-291,0,MH1;MH2;MHZ,,1
levent-01986,natural_impact,1971-10-18T03:19:00,S14,MH1;MH2;MHZ;SHZ,1971-291,0,MH1;MH2;MHZ;SHZ,,1
levent-01986,natural_impact,1971-10-18T03:19:00,S15,MH1;MH2;MHZ;SHZ,1971-291,0,MH1;MH2;MHZ;SHZ,,1
levent-01995,deep_moonquake_assigned,1971-10-19T08:39:00,S12,MH1;MH2;MHZ,1971-292,0,MH1;MH2;MHZ,,1
levent-01995,deep_moonquake_assigned,1971-10-19T08:39:00,S14,MH1;MH2;SHZ,1971-292,0,MH1;MH2;SHZ,,1
levent-01995,deep_moonquake_assigned,1971-10-19T08:39:00,S15,MH2,1971-292,0,MH2,,1
levent-02005,natural_impact,1971-10-20T18:08:00,S12,MH1;MH2;MHZ,1971-293,0,MH1;MH2;MHZ,,1
levent-02005,natural_impact,1971-10-20T18:08:00,S14,MH1;MH2;MHZ;SHZ,1971-293,0,MH1;MH2;MHZ;SHZ,,1
levent-02005,natural_impact,1971-10-20T18:08:00,S15,MH1;MH2;MHZ;SHZ,1971-293,0,MH1;MH2;MHZ;SHZ,,1
levent-02008,natural_impact,1971-10-21T05:31:00,S15,MH1;MH2;MHZ;SHZ,1971-294,0,MH1;MH2;MHZ;SHZ,,1
levent-02074,deep_moonquake_assigned,1971-10-25T14:33:00,S12,MH1;MH2;MHZ,1971-298,0,MH1;MH2;MHZ,,1
levent-02074,deep_moonquake_assigned,1971-10-25T14:33:00,S14,MH1;MH2,1971-298,0,MH1;MH2,,1
levent-02074,deep_moonquake_assigned,1971-10-25T14:33:00,S15,MH1;MH2;MHZ;SHZ,1971-298,0,SHZ,MH1;MH2;MHZ,1
levent-02085,natural_impact,1971-10-26T04:34:00,S12,MH1;MH2;MHZ,1971-299,0,MH1;MH2;MHZ,,1
levent-02085,natural_impact,1971-10-26T04:34:00,S14,MH1;MH2;MHZ,1971-299,0,MH1;MH2;MHZ,,1
levent-02085,natural_impact,1971-10-26T04:34:00,S15,MH1;MH2;MHZ,1971-299,0,,MH1;MH2;MHZ,0
levent-02115,natural_impact,1971-10-28T21:05:00,S12,MH1;MH2;MHZ,1971-301,0,MH1;MH2;MHZ,,1
levent-02134,natural_impact,1971-10-30T17:22:00,S15,MH1;MH2;MHZ;SHZ,1971-303,0,SHZ,MH1;MH2;MHZ,1
levent-02138,natural_impact,1971-10-31T05:30:00,S12,MH1;MH2;MHZ,1971-304,0,MH1;MH2;MHZ,,1
levent-02138,natural_impact,1971-10-31T05:30:00,S14,MH1;MH2;MHZ;SHZ,1971-304,0,MH1;MH2;MHZ;SHZ,,1
levent-02138,natural_impact,1971-10-31T05:30:00,S15,MH1;MH2;MHZ;SHZ,1971-304,0,SHZ,MH1;MH2;MHZ,1
levent-02144,natural_impact,1971-11-01T03:02:00,S15,MH1;MH2;MHZ;SHZ,1971-305,0,SHZ,MH1;MH2;MHZ,1
levent-02158,natural_impact,1971-11-03T19:23:00,S12,MH1;MH2;MHZ,1971-307,0,MH1;MH2;MHZ,,1
levent-02158,natural_impact,1971-11-03T19:23:00,S14,MH1;MH2;SHZ,1971-307,0,MH1;MH2;SHZ,,1
levent-02174,deep_moonquake_assigned,1971-11-05T09:37:00,S12,MH1;MH2;MHZ,1971-309,0,MH1;MH2;MHZ,,1
levent-02174,deep_moonquake_assigned,1971-11-05T09:37:00,S14,MH1;MH2,1971-309,0,MH1;MH2,,1
levent-02175,deep_moonquake_assigned,1971-11-05T11:04:00,S14,MH1;MH2,1971-309,0,MH1;MH2,,1
levent-02185,deep_moonquake_assigned,1971-11-07T00:24:00,S12,MH1;MH2;MHZ,1971-311,0,MH1;MH2;MHZ,,1
levent-02185,deep_moonquake_assigned,1971-11-07T00:24:00,S14,MH1;MH2;SHZ,1971-311,0,MH1;MH2;SHZ,,1
levent-02187,natural_impact,1971-11-07T02:08:00,S12,MH1;MH2;MHZ,1971-311,0,MH1;MH2;MHZ,,1
levent-02187,natural_impact,1971-11-07T02:08:00,S14,MH1;MH2;MHZ,1971-311,0,MH1;MH2;MHZ,,1
levent-02187,natural_impact,1971-11-07T02:08:00,S15,MH1;MH2,1971-311,0,,MH1;MH2,0
levent-02192,deep_moonquake_assigned,1971-11-07T13:34:00,S12,MH1;MH2;MHZ,1971-311,0,MH1;MH2;MHZ,,1
levent-02192,deep_moonquake_assigned,1971-11-07T13:34:00,S14,MH1;MH2;SHZ,1971-311,0,MH1;MH2;SHZ,,1
levent-02196,deep_moonquake_assigned,1971-11-07T22:33:00,S12,MH1;MH2;MHZ,1971-311,0,MH1;MH2;MHZ,,1
levent-02200,natural_impact,1971-11-08T08:54:00,S12,MH1;MH2;MHZ,1971-312,0,MH1;MH2;MHZ,,1
levent-02200,natural_impact,1971-11-08T08:54:00,S14,MH1;MH2;SHZ,1971-312,0,MH1;MH2;SHZ,,1
levent-02200,natural_impact,1971-11-08T08:54:00,S15,MH1;MH2;MHZ,1971-312,0,MH1;MH2;MHZ,,1
levent-02220,deep_moonquake_assigned,1971-11-12T06:30:00,S12,MHZ,1971-316,0,MHZ,,1
levent-02220,deep_moonquake_assigned,1971-11-12T06:30:00,S14,MH1;MH2,1971-316,0,MH1;MH2,,1
levent-02220,deep_moonquake_assigned,1971-11-12T06:30:00,S15,MH1;MH2,1971-316,0,MH1;MH2,,1
levent-02228,natural_impact,1971-11-14T04:17:00,S12,MH1;MH2;MHZ,1971-318,0,MH1;MH2;MHZ,,1
levent-02228,natural_impact,1971-11-14T04:17:00,S14,MH1;MH2;MHZ;SHZ,1971-318,0,MH1;MH2;MHZ;SHZ,,1
levent-02228,natural_impact,1971-11-14T04:17:00,S15,MH1;MH2;MHZ,1971-318,0,MH1;MH2;MHZ,,1
levent-02243,natural_impact,1971-11-16T00:06:00,S12,MH1;MH2;MHZ,1971-320,0,MH1;MH2;MHZ,,1
levent-02243,natural_impact,1971-11-16T00:06:00,S14,MH1;MH2;SHZ,1971-320,0,MH1;MH2;SHZ,,1
levent-02246,natural_impact,1971-11-16T05:45:00,S12,MH1;MH2;MHZ,1971-320,0,MH1;MH2;MHZ,,1
levent-02246,natural_impact,1971-11-16T05:45:00,S14,MH1;MH2;SHZ,1971-320,0,MH1;MH2;SHZ,,1
levent-02278,natural_impact,1971-11-17T23:48:00,S14,MH1;MH2;SHZ,1971-321,0,MH1;MH2;SHZ,,1
levent-02280,natural_impact,1971-11-18T02:10:00,S12,MH1;MH2;MHZ,1971-322,0,MH1;MH2;MHZ,,1
levent-02280,natural_impact,1971-11-18T02:10:00,S14,MH1;MH2;SHZ,1971-322,0,MH1;MH2;SHZ,,1
levent-02281,deep_moonquake_assigned,1971-11-18T04:21:00,S12,MH1;MH2;MHZ,1971-322,0,MH1;MH2;MHZ,,1
levent-02281,deep_moonquake_assigned,1971-11-18T04:21:00,S14,MH1;MH2;SHZ,1971-322,0,MH1;MH2;SHZ,,1
levent-02281,deep_moonquake_assigned,1971-11-18T04:21:00,S15,MH1;MH2,1971-322,0,MH1;MH2,,1
levent-02308,deep_moonquake_assigned,1971-11-20T06:10:00,S14,MH1;MH2,1971-324,0,MH1;MH2,,1
levent-02308,deep_moonquake_assigned,1971-11-20T06:10:00,S15,MH1;MH2,1971-324,0,MH1;MH2,,1
levent-02310,natural_impact,1971-11-20T13:32:00,S12,MH1;MH2;MHZ,1971-324,0,MH1;MH2;MHZ,,1
levent-02310,natural_impact,1971-11-20T13:32:00,S14,SHZ,1971-324,0,SHZ,,1
levent-02331,deep_moonquake_assigned,1971-11-21T11:17:00,S12,MH1;MH2;MHZ,1971-325,0,MH1;MH2;MHZ,,1
levent-02331,deep_moonquake_assigned,1971-11-21T11:17:00,S14,MH2,1971-325,0,MH2,,1
levent-02331,deep_moonquake_assigned,1971-11-21T11:17:00,S15,MH1;MH2,1971-325,0,MH1;MH2,,1
levent-02340,deep_moonquake_assigned,1971-11-21T19:13:00,S12,MH1;MH2;MHZ,1971-325,0,MH1;MH2;MHZ,,1
levent-02340,deep_moonquake_assigned,1971-11-21T19:13:00,S14,MH1;MH2;MHZ,1971-325,0,MH1;MH2;MHZ,,1
levent-02340,deep_moonquake_assigned,1971-11-21T19:13:00,S15,SHZ,1971-325,0,SHZ,,1
levent-02343,natural_impact,1971-11-22T04:04:00,S12,MH1;MH2;MHZ,1971-326,0,MH1;MH2;MHZ,,1
levent-02359,natural_impact,1971-11-23T23:33:00,S15,MH1;MH2;SHZ,1971-327,0,MH1;MH2;SHZ,,1
levent-02361,natural_impact,1971-11-24T02:44:00,S12,MH1;MH2;MHZ,1971-328,0,MH1;MH2;MHZ,,1
levent-02361,natural_impact,1971-11-24T02:44:00,S14,MH1;MH2;SHZ,1971-328,0,MH1;MH2;SHZ,,1
levent-02371,natural_impact,1971-11-25T00:17:00,S12,MH1;MH2;MHZ,1971-329,0,MH1;MH2;MHZ,,1
levent-02371,natural_impact,1971-11-25T00:17:00,S14,MH1;MH2;SHZ,1971-329,0,MH1;MH2;SHZ,,1
levent-02382,deep_moonquake_assigned,1971-11-26T06:45:00,S12,MH1;MH2;MHZ,1971-330,0,MH1;MH2;MHZ,,1
levent-02382,deep_moonquake_assigned,1971-11-26T06:45:00,S14,MH1;MH2;SHZ,1971-330,0,MH1;MH2;SHZ,,1
levent-02388,natural_impact,1971-11-26T16:38:00,S12,MH1;MH2;MHZ,1971-330,0,MH1;MH2;MHZ,,1
levent-02388,natural_impact,1971-11-26T16:38:00,S14,MH1;MH2,1971-330,0,MH1;MH2,,1
levent-02394,natural_impact,1971-11-30T01:10:00,S15,MH1;MH2;MHZ;SHZ,1971-334,0,MH1;MH2;MHZ;SHZ,,1
levent-02398,natural_impact,1971-11-30T20:20:00,S12,MH1;MH2;MHZ,1971-334,0,MH1;MH2;MHZ,,1
levent-02398,natural_impact,1971-11-30T20:20:00,S14,MH1;MH2,1971-334,0,MH1;MH2,,1
levent-02398,natural_impact,1971-11-30T20:20:00,S15,MH2,1971-334,0,MH2,,1
levent-02425,deep_moonquake_assigned,1971-12-03T20:31:00,S12,MH1;MH2;MHZ,1971-337,0,MH1;MH2;MHZ,,1
levent-02436,deep_moonquake_assigned,1971-12-05T07:37:00,S12,MH1;MH2;MHZ,1971-339,0,MH1;MH2;MHZ,,1
levent-02436,deep_moonquake_assigned,1971-12-05T07:37:00,S14,MH1;MH2;SHZ,1971-339,0,MH1;MH2;SHZ,,1
levent-02436,deep_moonquake_assigned,1971-12-05T07:37:00,S15,MH1;MH2,1971-339,0,MH1;MH2,,1
levent-02443,deep_moonquake_assigned,1971-12-06T06:57:00,S12,MH1;MH2;MHZ,1971-340,0,MH1;MH2;MHZ,,1
levent-02443,deep_moonquake_assigned,1971-12-06T06:57:00,S14,MH1;MH2,1971-340,0,MH1;MH2,,1
levent-02446,deep_moonquake_assigned,1971-12-06T23:20:00,S12,MH1;MH2;MHZ,1971-340,0,MH1;MH2;MHZ,,1
