event_id,event_class,reference_time,station,positive_channels,required_station_days,crosses_day_boundary,complete_positive_channels,missing_positive_channels,station_request_usable
levent-00010,artificial_impact_lm,1969-11-20T22:17:00,S12,MH2;MHZ,1969-324,0,MH2;MHZ,,1
levent-00010,artificial_impact_lm,1969-11-20T22:17:00,S14,SHZ,1969-324,0,,SHZ,0
levent-00017,deep_moonquake_assigned,1969-11-30T03:24:00,S12,MH2;MHZ,1969-334,0,MH2;MHZ,,1
levent-00017,deep_moonquake_assigned,1969-11-30T03:24:00,S14,SHZ,1969-334,0,,SHZ,0
levent-00022,natural_impact,1969-12-01T05:28:00,S12,MH2;MHZ,1969-335,0,MH2;MHZ,,1
levent-00022,natural_impact,1969-12-01T05:28:00,S14,SHZ,1969-335,0,,SHZ,0
levent-00030,natural_impact,1969-12-08T01:44:00,S12,MH2;MHZ,1969-342,0,MH2;MHZ,,1
levent-00030,natural_impact,1969-12-08T01:44:00,S14,SHZ,1969-342,0,,SHZ,0
levent-00039,deep_moonquake_assigned,1969-12-12T01:54:00,S12,MH2;MHZ,1969-346,0,MH2;MHZ,,1
levent-00039,deep_moonquake_assigned,1969-12-12T01:54:00,S14,SHZ,1969-346,0,,SHZ,0
levent-00051,natural_impact,1969-12-14T09:03:00,S12,MH2;MHZ,1969-348,0,MH2;MHZ,,1
levent-00051,natural_impact,1969-12-14T09:03:00,S14,SHZ,1969-348,0,,SHZ,0
levent-00055,natural_impact,1969-12-16T00:27:00,S12,MH2;MHZ,1969-350,0,MH2;MHZ,,1
levent-00055,natural_impact,1969-12-16T00:27:00,S14,SHZ,1969-350,0,,SHZ,0
levent-00094,deep_moonquake_assigned,1970-01-09T02:03:00,S12,MH2;MHZ,1970-009,0,MH2;MHZ,,1
levent-00094,deep_moonquake_assigned,1970-01-09T02:03:00,S14,SHZ,1970-009,0,,SHZ,0
levent-00097,deep_moonquake_assigned,1970-01-10T04:09:00,S12,MH2;MHZ,1970-010,0,MH2;MHZ,,1
levent-00097,deep_moonquake_assigned,1970-01-10T04:09:00,S14,SHZ,1970-010,0,,SHZ,0
levent-00104,natural_impact,1970-01-19T20:25:00,S12,MH1;MH2;MHZ,1970-019,0,MH1;MH2;MHZ,,1
levent-00104,natural_impact,1970-01-19T20:25:00,S14,SHZ,1970-019,0,,SHZ,0
levent-00114,natural_impact,1970-01-24T06:53:00,S12,MH2;MHZ,1970-024,0,MH2;MHZ,,1
levent-00114,natural_impact,1970-01-24T06:53:00,S14,SHZ,1970-024,0,,SHZ,0
levent-00125,deep_moonquake_assigned,1970-02-02T10:59:00,S12,MH2;MHZ,1970-033,0,MH2;MHZ,,1
levent-00125,deep_moonquake_assigned,1970-02-02T10:59:00,S14,SHZ,1970-033,0,,SHZ,0
levent-00126,deep_moonquake_assigned,1970-02-02T14:30:00,S12,MH2;MHZ,1970-033,0,MH2;MHZ,,1
levent-00126,deep_moonquake_assigned,1970-02-02T14:30:00,S14,SHZ,1970-033,0,,SHZ,0
levent-00132,deep_moonquake_assigned,1970-02-04T20:40:00,S12,MH2;MHZ,1970-035,0,MH2;MHZ,,1
levent-00132,deep_moonquake_assigned,1970-02-04T20:40:00,S14,SHZ,1970-035,0,,SHZ,0
levent-00137,deep_moonquake_assigned,1970-02-06T08:06:00,S12,MH2;MHZ,1970-037,0,MH2;MHZ,,1
levent-00137,deep_moonquake_assigned,1970-02-06T08:06:00,S14,SHZ,1970-037,0,,SHZ,0
levent-00138,deep_moonquake_assigned,1970-02-07T01:33:00,S12,MH2;MHZ,1970-038,0,MH2;MHZ,,1
levent-00138,deep_moonquake_assigned,1970-02-07T01:33:00,S14,SHZ,1970-038,0,,SHZ,0
levent-00139,deep_moonquake_assigned,1970-02-07T03:26:00,S12,MH2;MHZ,1970-038,0,MH2;MHZ,,1
levent-00139,deep_moonquake_assigned,1970-02-07T03:26:00,S14,SHZ,1970-038,0,,SHZ,0
levent-00146,natural_impact,1970-02-18T01:41:00,S12,MH2;MHZ,1970-049,0,MH2;MHZ,,1
levent-00146,natural_impact,1970-02-18T01:41:00,S14,SHZ,1970-049,0,,SHZ,0
levent-00186,natural_impact,1970-03-03T20:17:00,S12,MH2;MHZ,1970-062,0,MH2;MHZ,,1
levent-00186,natural_impact,1970-03-03T20:17:00,S14,SHZ,1970-062,0,,SHZ,0
levent-00197,natural_impact,1970-03-14T12:00:00,S12,MH2;MHZ,1970-073,0,MH2;MHZ,,1
levent-00197,natural_impact,1970-03-14T12:00:00,S14,SHZ,1970-073,0,,SHZ,0
levent-00215,natural_impact,1970-03-25T03:32:00,S12,MH2;MHZ,1970-084,0,MH2;MHZ,,1
levent-00215,natural_impact,1970-03-25T03:32:00,S14,SHZ,1970-084,0,,SHZ,0
levent-00217,natural_impact,1970-03-26T20:17:00,S12,MH2;MHZ,1970-085,0,MH2;MHZ,,1
levent-00217,natural_impact,1970-03-26T20:17:00,S14,SHZ,1970-085,0,,SHZ,0
levent-00224,deep_moonquake_assigned,1970-03-30T12:51:00,S12,MH2;MHZ,1970-089,0,MH2;MHZ,,1
levent-00224,deep_moonquake_assigned,1970-03-30T12:51:00,S14,SHZ,1970-089,0,,SHZ,0
levent-00225,deep_moonquake_assigned,1970-03-30T17:40:00,S12,MH2;MHZ,1970-089,0,MH2;MHZ,,1
levent-00225,deep_moonquake_assigned,1970-03-30T17:40:00,S14,SHZ,1970-089,0,,SHZ,0
levent-00238,deep_moonquake_assigned,1970-04-03T10:49:00,S12,MH2;MHZ,1970-093,0,MH2;MHZ,,1
levent-00238,deep_moonquake_assigned,1970-04-03T10:49:00,S14,SHZ,1970-093,0,,SHZ,0
levent-00240,natural_impact,1970-04-05T11:37:00,S12,MH2;MHZ,1970-095,0,MH2;MHZ,,1
levent-00240,natural_impact,1970-04-05T11:37:00,S14,SHZ,1970-095,0,,SHZ,0
levent-00255,artificial_impact_sivb,1970-04-15T01:09:00,S12,MH2;MHZ,1970-105,0,MH2;MHZ,,1
levent-00255,artificial_impact_sivb,1970-04-15T01:09:00,S14,SHZ,1970-105,0,,SHZ,0
levent-00271,natural_impact,1970-04-23T23:45:00,S12,MH2;MHZ,1970-113,0,MH2;MHZ,,1
levent-00271,natural_impact,1970-04-23T23:45:00,S14,SHZ,1970-113,0,,SHZ,0
levent-00274,natural_impact,1970-04-25T01:14:00,S12,MH2;MHZ,1970-115,0,MH2;MHZ,,1
levent-00274,natural_impact,1970-04-25T01:14:00,S14,SHZ,1970-115,0,,SHZ,0
levent-00280,deep_moonquake_assigned,1970-04-26T14:29:00,S12,MH2;MHZ,1970-116,0,MH2;MHZ,,1
levent-00280,deep_moonquake_assigned,1970-04-26T14:29:00,S14,SHZ,1970-116,0,,SHZ,0
levent-00281,deep_moonquake_assigned,1970-04-26T15:12:00,S12,MH2;MHZ,1970-116,0,MH2;MHZ,,1
levent-00281,deep_moonquake_assigned,1970-04-26T15:12:00,S14,SHZ,1970-116,0,,SHZ,0
levent-00321,natural_impact,1970-05-20T16:45:00,S12,MH2;MHZ,1970-140,0,MH2;MHZ,,1
levent-00321,natural_impact,1970-05-20T16:45:00,S14,SHZ,1970-140,0,,SHZ,0
levent-00325,deep_moonquake_assigned,1970-05-23T13:08:00,S12,MH2;MHZ,1970-143,0,MH2;MHZ,,1
levent-00325,deep_moonquake_assigned,1970-05-23T13:08:00,S14,SHZ,1970-143,0,,SHZ,0
levent-00329,deep_moonquake_assigned,1970-05-24T04:35:00,S12,MH2;MHZ,1970-144,0,MH2;MHZ,,1
levent-00329,deep_moonquake_assigned,1970-05-24T04:35:00,S14,SHZ,1970-144,0,,SHZ,0
levent-00333,deep_moonquake_assigned,1970-05-25T12:12:00,S12,MH2;MHZ,1970-145,0,MH2;MHZ,,1
levent-00333,deep_moonquake_assigned,1970-05-25T12:12:00,S14,SHZ,1970-145,0,,SHZ,0
levent-00334,deep_moonquake_assigned,1970-05-27T03:27:00,S12,MH2;MHZ,1970-147,0,MH2;MHZ,,1
levent-00334,deep_moonquake_assigned,1970-05-27T03:27:00,S14,SHZ,1970-147,0,,SHZ,0
levent-00357,natural_impact,1970-06-15T19:00:00,S12,MH2;MHZ,1970-166,0,MH2;MHZ,,1
levent-00357,natural_impact,1970-06-15T19:00:00,S14,SHZ,1970-166,0,,SHZ,0
levent-00365,deep_moonquake_assigned,1970-06-19T21:27:00,S12,MH2;MHZ,1970-170,0,MH2;MHZ,,1
levent-00365,deep_moonquake_assigned,1970-06-19T21:27:00,S14,SHZ,1970-170,0,,SHZ,0
levent-00376,deep_moonquake_assigned,1970-06-22T11:58:00,S12,MH2;MHZ,1970-173,0,MH2;MHZ,,1
levent-00376,deep_moonquake_assigned,1970-06-22T11:58:00,S14,SHZ,1970-173,0,,SHZ,0
levent-00381,natural_impact,1970-06-26T20:01:00,S12,MH2;MHZ,1970-177,0,MH2;MHZ,,1
levent-00381,natural_impact,1970-06-26T20:01:00,S14,SHZ,1970-177,0,,SHZ,0
levent-00393,natural_impact,1970-07-06T22:14:00,S12,MH2;MHZ,1970-187,0,MH2;MHZ,,1
levent-00393,natural_impact,1970-07-06T22:14:00,S14,SHZ,1970-187,0,,SHZ,0
levent-00408,deep_moonquake_assigned,1970-07-16T03:48:00,S12,MH2;MHZ,1970-197,0,MH2;MHZ,,1
levent-00408,deep_moonquake_assigned,1970-07-16T03:48:00,S14,SHZ,1970-197,0,,SHZ,0
levent-00414,deep_moonquake_assigned,1970-07-17T05:02:00,S12,MH2;MHZ,1970-198,0,MH2;MHZ,,1
levent-00414,deep_moonquake_assigned,1970-07-17T05:02:00,S14,SHZ,1970-198,0,,SHZ,0
levent-00415,deep_moonquake_assigned,1970-07-18T00:33:00,S12,MH2;MHZ,1970-199,0,MH2;MHZ,,1
levent-00415,deep_moonquake_assigned,1970-07-18T00:33:00,S14,SHZ,1970-199,0,,SHZ,0
levent-00418,natural_impact,1970-07-20T05:06:00,S12,MH2;MHZ,1970-201,0,MH2;MHZ,,1
levent-00418,natural_impact,1970-07-20T05:06:00,S14,SHZ,1970-201,0,,SHZ,0
levent-00420,deep_moonquake_assigned,1970-07-20T11:17:00,S12,MH2;MHZ,1970-201,0,MH2;MHZ,,1
levent-00420,deep_moonquake_assigned,1970-07-20T11:17:00,S14,SHZ,1970-201,0,,SHZ,0
levent-00421,deep_moonquake_assigned,1970-07-20T11:44:00,S12,MH2;MHZ,1970-201,0,MH2;MHZ,,1
levent-00421,deep_moonquake_assigned,1970-07-20T11:44:00,S14,SHZ,1970-201,0,,SHZ,0
levent-00423,deep_moonquake_assigned,1970-07-23T05:35:00,S12,MH2;MHZ,1970-204,0,MH2;MHZ,,1
levent-00423,deep_moonquake_assigned,1970-07-23T05:35:00,S14,SHZ,1970-204,0,,SHZ,0
levent-00425,natural_impact,1970-07-27T03:40:00,S12,MH1;MH2;MHZ,1970-208,0,MH1;MH2;MHZ,,1
levent-00425,natural_impact,1970-07-27T03:40:00,S14,SHZ,1970-208,0,,SHZ,0
levent-00449,natural_impact,1970-08-07T08:40:00,S12,MH2;MHZ,1970-219,0,MH2;MHZ,,1
levent-00449,natural_impact,1970-08-07T08:40:00,S14,SHZ,1970-219,0,,SHZ,0
levent-00456,natural_impact,1970-08-11T00:13:00,S12,MH2;MHZ,1970-223,0,MH2;MHZ,,1
levent-00456,natural_impact,1970-08-11T00:13:00,S14,SHZ,1970-223,0,,SHZ,0
levent-00467,natural_impact,1970-08-13T16:26:00,S12,MH2;MHZ,1970-225,0,MH2;MHZ,,1
levent-00467,natural_impact,1970-08-13T16:26:00,S14,SHZ,1970-225,0,,SHZ,0
levent-00513,deep_moonquake_assigned,1970-09-08T10:48:00,S12,MH2;MHZ,1970-251,0,MH2;MHZ,,1
levent-00513,deep_moonquake_assigned,1970-09-08T10:48:00,S14,SHZ,1970-251,0,,SHZ,0
levent-00517,deep_moonquake_assigned,1970-09-09T12:10:00,S12,MH2;MHZ,1970-252,0,MH2;MHZ,,1
levent-00517,deep_moonquake_assigned,1970-09-09T12:10:00,S14,SHZ,1970-252,0,,SHZ,0
levent-00530,deep_moonquake_assigned,1970-09-13T23:03:00,S12,MH2;MHZ,1970-256,0,MH2;MHZ,,1
levent-00530,deep_moonquake_assigned,1970-09-13T23:03:00,S14,SHZ,1970-256,0,,SHZ,0
levent-00551,natural_impact,1970-09-26T19:57:00,S12,MH2;MHZ,1970-269,0,MH2;MHZ,,1
levent-00551,natural_impact,1970-09-26T19:57:00,S14,SHZ,1970-269,0,,SHZ,0
levent-00556,natural_impact,1970-09-27T22:30:00,S12,MH2;MHZ,1970-270,0,MH2;MHZ,,1
levent-00556,natural_impact,1970-09-27T22:30:00,S14,SHZ,1970-270,0,,SHZ,0
levent-00557,deep_moonquake_assigned,1970-09-28T21:20:00,S12,MH2;MHZ,1970-271,0,MH2;MHZ,,1
levent-00557,deep_moonquake_assigned,1970-09-28T21:20:00,S14,SHZ,1970-271,0,,SHZ,0
levent-00563,deep_moonquake_assigned,1970-10-06T15:15:00,S12,MH2;MHZ,1970-279,0,MH2;MHZ,,1
levent-00563,deep_moonquake_assigned,1970-10-06T15:15:00,S14,SHZ,1970-279,0,,SHZ,0
levent-00566,deep_moonquake_assigned,1970-10-06T20:28:00,S12,MH2;MHZ,1970-279,0,MH2;MHZ,,1
levent-00566,deep_moonquake_assigned,1970-10-06T20:28:00,S14,SHZ,1970-279,0,,SHZ,0
levent-00600,natural_impact,1970-10-24T11:31:00,S12,MH2;MHZ,1970-297,0,MH2;MHZ,,1
levent-00600,natural_impact,1970-10-24T11:31:00,S14,SHZ,1970-297,0,,SHZ,0
levent-00604,deep_moonquake_assigned,1970-10-26T05:10:00,S12,MH2;MHZ,1970-299,0,MH2;MHZ,,1
levent-00604,deep_moonquake_assigned,1970-10-26T05:10:00,S14,SHZ,1970-299,0,,SHZ,0
levent-00614,deep_moonquake_assigned,1970-11-03T08:36:00,S12,MH2;MHZ,1970-307,0,MH2;MHZ,,1
levent-00614,deep_moonquake_assigned,1970-11-03T08:36:00,S14,SHZ,1970-307,0,,SHZ,0
levent-00615,deep_moonquake_assigned,1970-11-03T17:14:00,S12,MH2;MHZ,1970-307,0,MH2;MHZ,,1
levent-00615,deep_moonquake_assigned,1970-11-03T17:14:00,S14,SHZ,1970-307,0,,SHZ,0
levent-00623,natural_impact,1970-11-07T10:09:00,S12,MH2;MHZ,1970-311,0,MH2;MHZ,,1
levent-00623,natural_impact,1970-11-07T10:09:00,S14,SHZ,1970-311,0,,SHZ,0
levent-00631,natural_impact,1970-11-12T12:50:00,S12,MH2;MHZ,1970-316,0,MH2;MHZ,,1
levent-00631,natural_impact,1970-11-12T12:50:00,S14,SHZ,1970-316,0,,SHZ,0
levent-00652,natural_impact,1970-11-30T01:44:00,S12,MH2;MHZ,1970-334,0,MH2;MHZ,,1
levent-00652,natural_impact,1970-11-30T01:44:00,S14,SHZ,1970-334,0,,SHZ,0
levent-00653,deep_moonquake_assigned,1970-11-30T02:34:00,S12,MH2;MHZ,1970-334,0,MH2;MHZ,,1
levent-00653,deep_moonquake_assigned,1970-11-30T02:34:00,S14,SHZ,1970-334,0,,SHZ,0
levent-00654,deep_moonquake_assigned,1970-11-30T22:41:00,S12,MH2;MHZ,1970-334,0,MH2;MHZ,,1
levent-00654,deep_moonquake_assigned,1970-11-30T22:41:00,S14,SHZ,1970-334,0,,SHZ,0
levent-00662,deep_moonquake_assigned,1970-12-03T16:38:00,S12,MH2;MHZ,1970-337,0,MH2;MHZ,,1
levent-00662,deep_moonquake_assigned,1970-12-03T16:38:00,S14,SHZ,1970-337,0,,SHZ,0
levent-00665,natural_impact,1970-12-11T07:22:00,S12,MH2;MHZ,1970-345,0,MH2;MHZ,,1
levent-00665,natural_impact,1970-12-11T07:22:00,S14,SHZ,1970-345,0,,SHZ,0
levent-00668,natural_impact,1970-12-13T22:51:00,S12,MH2;MHZ,1970-347,0,MH2;MHZ,,1
levent-00668,natural_impact,1970-12-13T22:51:00,S14,SHZ,1970-347,0,,SHZ,0
levent-00683,deep_moonquake_assigned,1970-12-27T20:34:00,S12,MH2;MHZ,1970-361,0,MH2;MHZ,,1
levent-00683,deep_moonquake_assigned,1970-12-27T20:34:00,S14,SHZ,1970-361,0,,SHZ,0
levent-00685,natural_impact,1970-12-28T07:43:00,S12,MH2;MHZ,1970-362,0,MH2;MHZ,,1
levent-00685,natural_impact,1970-12-28T07:43:00,S14,SHZ,1970-362,0,,SHZ,0
levent-00689,deep_moonquake_assigned,1970-12-28T20:28:00,S12,MH2;MHZ,1970-362,0,MH2;MHZ,,1
levent-00689,deep_moonquake_assigned,1970-12-28T20:28:00,S14,SHZ,1970-362,0,,SHZ,0
levent-00695,deep_moonquake_assigned,1970-12-31T15:41:00,S12,MH2;MHZ,1970-365,0,MH2;MHZ,,1
levent-00695,deep_moonquake_assigned,1970-12-31T15:41:00,S14,SHZ,1970-365,0,,SHZ,0
levent-00696,natural_impact,1971-01-03T10:53:00,S12,MH2;MHZ,1971-003,0,MH2;MHZ,,1
levent-00696,natural_impact,1971-01-03T10:53:00,S14,SHZ,1971-003,0,,SHZ,0
levent-00701,natural_impact,1971-01-04T23:52:00,S12,MH2;MHZ,1971-004;1971-005,1,MH2;MHZ,,1
levent-00701,natural_impact,1971-01-04T23:52:00,S14,SHZ,1971-004;1971-005,1,,SHZ,0
levent-00702,natural_impact,1971-01-05T00:47:00,S12,MH2;MHZ,1971-005,0,MH2;MHZ,,1
levent-00702,natural_impact,1971-01-05T00:47:00,S14,SHZ,1971-005,0,,SHZ,0
levent-00721,natural_impact,1971-01-15T12:40:00,S12,MH2;MHZ,1971-015,0,MH2;MHZ,,1
levent-00721,natural_impact,1971-01-15T12:40:00,S14,SHZ,1971-015,0,,SHZ,0
levent-00723,natural_impact,1971-01-17T17:51:00,S12,MH2;MHZ,1971-017,0,MH2;MHZ,,1
levent-00723,natural_impact,1971-01-17T17:51:00,S14,SHZ,1971-017,0,,SHZ,0
levent-00747,deep_moonquake_assigned,1971-01-28T14:59:00,S12,MH2;MHZ,1971-028,0,MH2;MHZ,,1
levent-00747,deep_moonquake_assigned,1971-01-28T14:59:00,S14,SHZ,1971-028,0,,SHZ,0
levent-00748,natural_impact,1971-01-29T18:21:00,S12,MH2;MHZ,1971-029,0,MH2;MHZ,,1
levent-00748,natural_impact,1971-01-29T18:21:00,S14,SHZ,1971-029,0,,SHZ,0
levent-00752,natural_impact,1971-02-03T02:08:00,S12,MH2;MHZ,1971-034,0,MH2;MHZ,,1
levent-00752,natural_impact,1971-02-03T02:08:00,S14,SHZ,1971-034,0,,SHZ,0
levent-00756,artificial_impact_lm,1971-02-07T00:47:00,S14,MH1;MH2;MHZ,1971-038,0,MH1;MH2;MHZ,,1
levent-00756,artificial_impact_lm,1971-02-07T00:47:00,S15,SHZ,1971-038,0,,SHZ,0
levent-00766,natural_impact,1971-02-09T03:42:00,S12,MH2;MHZ,1971-040,0,MH2;MHZ,,1
levent-00766,natural_impact,1971-02-09T03:42:00,S14,MH2;MHZ;SHZ,1971-040,0,MH2;MHZ;SHZ,,1
levent-00766,natural_impact,1971-02-09T03:42:00,S15,SHZ,1971-040,0,,SHZ,0
levent-00767,deep_moonquake_assigned,1971-02-10T01:49:00,S12,MH2;MHZ,1971-041,0,MH2;MHZ,,1
levent-00767,deep_moonquake_assigned,1971-02-10T01:49:00,S14,MH2;MHZ;SHZ,1971-041,0,MH2;MHZ;SHZ,,1
levent-00767,deep_moonquake_assigned,1971-02-10T01:49:00,S15,SHZ,1971-041,0,,SHZ,0
levent-00781,natural_impact,1971-02-15T19:36:00,S12,MH2;MHZ,1971-046,0,MH2;MHZ,,1
levent-00781,natural_impact,1971-02-15T19:36:00,S14,MH1;MH2;MHZ;SHZ,1971-046,0,MH1;MH2;MHZ;SHZ,,1
levent-00781,natural_impact,1971-02-15T19:36:00,S15,SHZ,1971-046,0,,SHZ,0
levent-00801,natural_impact,1971-02-20T05:59:00,S12,MH2;MHZ,1971-051,0,MH2;MHZ,,1
levent-00801,natural_impact,1971-02-20T05:59:00,S14,SHZ,1971-051,0,SHZ,,1
levent-00804,deep_moonquake_assigned,1971-02-20T15:07:00,S14,MH2;MHZ,1971-051,0,MH2;MHZ,,1
levent-00804,deep_moonquake_assigned,1971-02-20T15:07:00,S15,SHZ,1971-051,0,,SHZ,0
levent-00810,deep_moonquake_assigned,1971-02-21T11:24:00,S12,MH2;MHZ,1971-052,0,MH2;MHZ,,1
levent-00810,deep_moonquake_assigned,1971-02-21T11:24:00,S14,MH2;MHZ;SHZ,1971-052,0,MH2;MHZ;SHZ,,1
levent-00810,deep_moonquake_assigned,1971-02-21T11:24:00,S15,SHZ,1971-052,0,,SHZ,0
levent-00820,deep_moonquake_assigned,1971-02-22T15:50:00,S12,MH2;MHZ,1971-053,0,MH2;MHZ,,1
levent-00820,deep_moonquake_assigned,1971-02-22T15:50:00,S14,MH1;MH2;MHZ;SHZ,1971-053,0,MH1;MH2;MHZ;SHZ,,1
levent-00820,deep_moonquake_assigned,1971-02-22T15:50:00,S15,SHZ,1971-053,0,,SHZ,0
levent-00831,deep_moonquake_assigned,1971-02-25T12:17:00,S12,MH2;MHZ,1971-056,0,MH2;MHZ,,1
levent-00831,deep_moonquake_assigned,1971-02-25T12:17:00,S14,MH2;MHZ;SHZ,1971-056,0,MH2;MHZ;SHZ,,1
levent-00831,deep_moonquake_assigned,1971-02-25T12:17:00,S15,SHZ,1971-056,0,,SHZ,0
levent-00836,deep_moonquake_assigned,1971-02-27T07:09:00,S12,MH2;MHZ,1971-058,0,MH2;MHZ,,1
levent-00836,deep_moonquake_assigned,1971-02-27T07:09:00,S14,MH2;MHZ;SHZ,1971-058,0,MH2;MHZ;SHZ,,1
levent-00836,deep_moonquake_assigned,1971-02-27T07:09:00,S15,SHZ,1971-058,0,,SHZ,0
levent-00881,deep_moonquake_assigned,1971-03-10T17:39:00,S12,MH2;MHZ,1971-069,0,MH2;MHZ,,1
levent-00881,deep_moonquake_assigned,1971-03-10T17:39:00,S14,SHZ,1971-069,0,SHZ,,1
levent-00885,deep_moonquake_assigned,1971-03-11T21:24:00,S12,MH1;MH2;MHZ,1971-070,0,MH1;MH2;MHZ,,1
levent-00885,deep_moonquake_assigned,1971-03-11T21:24:00,S14,SHZ,1971-070,0,SHZ,,1
levent-00899,natural_impact,1971-03-14T23:14:00,S14,MH2;MHZ,1971-073,0,MH2;MHZ,,1
levent-00901,natural_impact,1971-03-15T07:50:00,S12,MH2;MHZ,1971-074,0,MH2;MHZ,,1
levent-00901,natural_impact,1971-03-15T07:50:00,S14,MH1;MH2;MHZ;SHZ,1971-074,0,MH1;MH2;MHZ;SHZ,,1
levent-00901,natural_impact,1971-03-15T07:50:00,S15,SHZ,1971-074,0,,SHZ,0
levent-00924,natural_impact,1971-03-19T18:20:00,S12,MH2;MHZ,1971-078,0,MH2;MHZ,,1
levent-00924,natural_impact,1971-03-19T18:20:00,S14,MH1;MH2;MHZ;SHZ,1971-078,0,MH1;MH2;MHZ;SHZ,,1
levent-00924,natural_impact,1971-03-19T18:20:00,S15,SHZ,1971-078,0,,SHZ,0
levent-00941,deep_moonquake_assigned,1971-03-21T16:28:00,S12,MH2;MHZ,1971-080,0,MH2;MHZ,,1
levent-00941,deep_moonquake_assigned,1971-03-21T16:28:00,S14,MH1;MH2;MHZ;SHZ,1971-080,0,MH1;MH2;MHZ;SHZ,,1
levent-00941,deep_moonquake_assigned,1971-03-21T16:28:00,S15,SHZ,1971-080,0,,SHZ,0
levent-00971,deep_moonquake_assigned,1971-03-23T21:14:00,S12,MH2;MHZ,1971-082,0,MH2;MHZ,,1
levent-00971,deep_moonquake_assigned,1971-03-23T21:14:00,S14,MH2;MHZ;SHZ,1971-082,0,MH2;MHZ;SHZ,,1
levent-00971,deep_moonquake_assigned,1971-03-23T21:14:00,S15,SHZ,1971-082,0,,SHZ,0
levent-00986,natural_impact,1971-03-25T15:18:00,S12,MH2;MHZ,1971-084,0,MH2;MHZ,,1
levent-00986,natural_impact,1971-03-25T15:18:00,S14,MH2;MHZ;SHZ,1971-084,0,MH2;MHZ;SHZ,,1
levent-00986,natural_impact,1971-03-25T15:18:00,S15,SHZ,1971-084,0,,SHZ,0
levent-00988,deep_moonquake_assigned,1971-03-26T00:27:00,S12,MH2;MHZ,1971-085,0,MH2;MHZ,,1
levent-00988,deep_moonquake_assigned,1971-03-26T00:27:00,S14,MH2;MHZ;SHZ,1971-085,0,MH2;MHZ;SHZ,,1
levent-00988,deep_moonquake_assigned,1971-03-26T00:27:00,S15,SHZ,1971-085,0,,SHZ,0
levent-00991,natural_impact,1971-03-26T18:23:00,S12,MH2;MHZ,1971-085,0,MH2;MHZ,,1
levent-00991,natural_impact,1971-03-26T18:23:00,S14,MH2;MHZ;SHZ,1971-085,0,MH2;MHZ;SHZ,,1
levent-00991,natural_impact,1971-03-26T18:23:00,S15,SHZ,1971-085,0,,SHZ,0
levent-00997,natural_impact,1971-03-27T23:36:00,S12,MH2;MHZ,1971-086,0,MH2;MHZ,,1
levent-00997,natural_impact,1971-03-27T23:36:00,S14,MH1;MH2;MHZ;SHZ,1971-086,0,MH1;MH2;MHZ;SHZ,,1
levent-00997,natural_impact,1971-03-27T23:36:00,S15,SHZ,1971-086,0,,SHZ,0
levent-01013,natural_impact,1971-04-01T13:34:00,S14,MH1;MH2;MHZ,1971-091,0,MH1;MH2;MHZ,,1
levent-01014,deep_moonquake_assigned,1971-04-01T16:36:00,S12,MH2;MHZ,1971-091,0,MH2;MHZ,,1
levent-01014,deep_moonquake_assigned,1971-04-01T16:36:00,S14,MH1;MH2;MHZ;SHZ,1971-091,0,MH1;MH2;MHZ;SHZ,,1
levent-01033,deep_moonquake_assigned,1971-04-03T01:49:00,S12,MH2;MHZ,1971-093,0,MH2;MHZ,,1
levent-01033,deep_moonquake_assigned,1971-04-03T01:49:00,S14,MH1;MH2;MHZ;SHZ,1971-093,0,MH1;MH2;MHZ;SHZ,,1
levent-01066,deep_moonquake_assigned,1971-04-08T09:04:00,S12,MH2;MHZ,1971-098,0,MH2;MHZ,,1
levent-01066,deep_moonquake_assigned,1971-04-08T09:04:00,S14,MH1;MH2;MHZ;SHZ,1971-098,0,MH1;MH2;MHZ;SHZ,,1
levent-01066,deep_moonquake_assigned,1971-04-08T09:04:00,S15,SHZ,1971-098,0,,SHZ,0
levent-01086,natural_impact,1971-04-13T12:55:00,S12,MH2;MHZ,1971-103,0,MH2;MHZ,,1
levent-01086,natural_impact,1971-04-13T12:55:00,S14,MH2;MHZ;SHZ,1971-103,0,MH2;MHZ;SHZ,,1
levent-01086,natural_impact,1971-04-13T12:55:00,S15,SHZ,1971-103,0,,SHZ,0
levent-01117,deep_moonquake_assigned,1971-04-16T18:44:00,S12,MH2;MHZ,1971-106,0,MH2;MHZ,,1
levent-01117,deep_moonquake_assigned,1971-04-16T18:44:00,S14,MH2;MHZ;SHZ,1971-106,0,MH2;MHZ;SHZ,,1
levent-01117,deep_moonquake_assigned,1971-04-16T18:44:00,S15,SHZ,1971-106,0,,SHZ,0
levent-01121,deep_moonquake_assigned,1971-04-17T06:13:00,S12,MH2;MHZ,1971-107,0,MH2;MHZ,,1
levent-01121,deep_moonquake_assigned,1971-04-17T06:13:00,S14,MH2;MHZ;SHZ,1971-107,0,MH2;MHZ;SHZ,,1
levent-01121,deep_moonquake_assigned,1971-04-17T06:13:00,S15,SHZ,1971-107,0,,SHZ,0
levent-01136,natural_impact,1971-04-21T23:37:00,S12,MH2;MHZ,1971-111,0,MH2;MHZ,,1
levent-01136,natural_impact,1971-04-21T23:37:00,S14,MH2;MHZ;SHZ,1971-111,0,MH2;MHZ;SHZ,,1
levent-01136,natural_impact,1971-04-21T23:37:00,S15,SHZ,1971-111,0,,SHZ,0
