station,year,doy,selection_rank_within_station_year,archive_days_available_in_station_year,att_and_at_least_one_mh_available,available_selected_channels,selected_bytes,selection_seed
S15,1971,293,5,154,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S15,1971,297,24,154,1,ATT;MH1;MH2;MHZ,2117735,lunaseis-independent-background-v0.1
S15,1971,299,31,154,0,,0,lunaseis-independent-background-v0.1
S15,1971,305,14,154,0,,0,lunaseis-independent-background-v0.1
S15,1971,316,17,154,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1971,328,25,154,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1971,338,22,154,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1971,339,13,154,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1971,342,10,154,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1971,343,6,154,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1972,002,26,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,020,11,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,023,30,366,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1972,040,17,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,054,20,366,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1972,057,22,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,066,12,366,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1972,073,28,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,080,4,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,166,32,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,174,16,366,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S15,1972,180,23,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,189,13,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,198,29,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,199,10,366,1,ATT;MH1;MH2;MHZ,2269287,lunaseis-independent-background-v0.1
S15,1972,204,7,366,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1972,208,1,366,1,ATT;MH1;MH2;MHZ,2269287,lunaseis-independent-background-v0.1
S15,1972,216,9,366,1,ATT;MH1;MH2;MHZ,2179175,lunaseis-independent-background-v0.1
S15,1972,222,5,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,227,25,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,233,19,366,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1972,251,8,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,263,24,366,1,ATT;MH1;MH2;MHZ,2220135,lunaseis-independent-background-v0.1
S15,1972,268,14,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,274,15,366,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1972,279,18,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,288,27,366,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1972,289,21,366,1,ATT;MH1;MH2;MHZ,2273383,lunaseis-independent-background-v0.1
S15,1972,306,6,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,343,2,366,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1972,348,3,366,1,ATT;MH1;MH2;MHZ,2273383,lunaseis-independent-background-v0.1
S15,1972,360,31,366,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1973,001,22,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,023,2,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S15,1973,036,24,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,052,16,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,055,19,365,1,ATT;MH1;MH2;MHZ,2269287,lunaseis-independent-background-v0.1
S15,1973,057,17,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,066,14,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,067,29,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,078,9,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,102,4,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1973,117,1,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,131,5,365,1,ATT;MH1;MH2;MHZ,2273383,lunaseis-independent-background-v0.1
S15,1973,135,11,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,137,3,365,1,ATT;MH1;MH2;MHZ,2166887,lunaseis-independent-background-v0.1
S15,1973,185,7,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S15,1973,187,12,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,191,13,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1973,199,20,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,206,28,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,232,21,365,1,ATT;MH1;MH2;MHZ,2269287,lunaseis-independent-background-v0.1
S15,1973,256,31,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,258,25,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,265,32,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,301,6,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,304,23,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,344,8,365,1,ATT;MH1;MH2;MHZ,2273383,lunaseis-independent-background-v0.1
S15,1973,345,15,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,349,18,365,1,ATT;MH1;MH2;MHZ,2277479,lunaseis-independent-background-v0.1
S15,1973,353,10,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,355,27,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1973,357,26,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S15,1973,358,30,365,1,ATT;MH1;MH2;MHZ,2265191,lunaseis-independent-background-v0.1
S15,1974,016,30,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,019,17,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,026,21,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,031,27,365,1,ATT;MH1;MH2;MHZ,2277479,lunaseis-independent-background-v0.1
S15,1974,063,16,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1974,072,11,365,1,ATT;MH1;MH2;MHZ,2265191,lunaseis-independent-background-v0.1
S15,1974,092,12,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1974,113,14,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,134,18,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1974,147,2,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,150,24,365,1,ATT;MH1;MH2;MHZ,2273383,lunaseis-independent-background-v0.1
S15,1974,160,26,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1974,164,32,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,173,5,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,175,31,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,178,28,365,1,ATT;MH1;MH2;MHZ,2277479,lunaseis-independent-background-v0.1
S15,1974,183,20,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,210,4,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1974,216,10,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,221,29,365,1,ATT;MH1;MH2;MHZ,2269287,lunaseis-independent-background-v0.1
S15,1974,270,22,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S15,1974,277,15,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,283,3,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,284,19,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,287,1,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,300,13,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S15,1974,302,8,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,315,9,365,1,ATT;MH1;MH2;MHZ,2265191,lunaseis-independent-background-v0.1
S15,1974,320,25,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,342,7,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,352,6,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1974,361,23,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1975,014,5,365,1,ATT;MH1;MH2;MHZ,1990759,lunaseis-independent-background-v0.1
S15,1975,024,20,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1975,033,16,365,1,ATT;MH1;MH2;MHZ,2273383,lunaseis-independent-background-v0.1
S15,1975,054,27,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1975,060,6,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S15,1975,073,23,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1975,082,11,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1975,100,8,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1975,103,26,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1975,110,29,365,1,ATT;MH1;MH2;MHZ,2273383,lunaseis-independent-background-v0.1
S15,1975,125,14,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1975,143,28,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1975,149,3,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1975,154,30,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1975,165,18,365,1,ATT;MH1;MH2;MHZ,2125927,lunaseis-independent-background-v0.1
S15,1975,173,13,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S15,1975,174,1,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1975,189,12,365,0,,0,lunaseis-independent-background-v0.1
S15,1975,211,4,365,0,,0,lunaseis-independent-background-v0.1
S15,1975,230,15,365,0,,0,lunaseis-independent-background-v0.1
S15,1975,252,31,365,0,,0,lunaseis-independent-background-v0.1
S15,1975,255,22,365,0,,0,lunaseis-independent-background-v0.1
S15,1975,280,9,365,0,,0,lunaseis-independent-background-v0.1
S15,1975,281,19,365,0,,0,lunaseis-independent-background-v0.1
S15,1975,290,10,365,0,,0,lunaseis-independent-background-v0.1
S15,1975,291,2,365,0,,0,lunaseis-independent-background-v0.1
S15,1975,294,25,365,0,,0,lunaseis-independent-background-v0.1
S15,1975,311,24,365,0,,0,lunaseis-independent-background-v0.1
S15,1975,325,17,365,0,,0,lunaseis-independent-background-v0.1
S15,1975,326,7,365,0,,0,lunaseis-independent-background-v0.1
S15,1975,329,32,365,0,,0,lunaseis-independent-background-v0.1
S15,1975,345,21,365,0,,0,lunaseis-independent-background-v0.1
S15,1976,045,5,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,073,8,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,082,20,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,103,32,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,111,1,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,116,3,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,124,2,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,137,4,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,143,22,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,147,9,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,153,25,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,157,7,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,159,30,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,160,17,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,161,31,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,228,13,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,229,15,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,237,21,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,240,27,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,241,18,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,244,6,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,261,14,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,279,28,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,289,23,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,290,26,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,313,19,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,319,24,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,321,11,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,342,29,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,345,12,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,356,16,366,0,,0,lunaseis-independent-background-v0.1
S15,1976,366,10,366,0,,0,lunaseis-independent-background-v0.1
S15,1977,001,8,273,0,,0,lunaseis-independent-background-v0.1
S15,1977,013,20,273,0,,0,lunaseis-independent-background-v0.1
S15,1977,019,19,273,0,,0,lunaseis-independent-background-v0.1
S15,1977,024,23,273,0,,0,lunaseis-independent-background-v0.1
S15,1977,042,24,273,0,,0,lunaseis-independent-background-v0.1
S15,1977,046,17,273,0,,0,lunaseis-independent-background-v0.1
S15,1977,082,27,273,0,,0,lunaseis-independent-background-v0.1
S15,1977,084,7,273,0,,0,lunaseis-independent-background-v0.1
S15,1977,091,30,273,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1977,101,5,273,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1977,109,12,273,1,ATT;MH1;MH2;MHZ,2265191,lunaseis-independent-background-v0.1
S15,1977,117,2,273,1,ATT;MH1;MH2;MHZ,2269287,lunaseis-independent-background-v0.1
S15,1977,122,14,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1977,153,6,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1977,155,25,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1977,157,3,273,1,ATT;MH1;MH2;MHZ,2297959,lunaseis-independent-background-v0.1
S15,1977,163,13,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1977,165,18,273,1,ATT;MH1;MH2;MHZ,2248807,lunaseis-independent-background-v0.1
S15,1977,169,11,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1977,175,26,273,1,ATT;MH1;MH2;MHZ,2285671,lunaseis-independent-background-v0.1
S15,1977,176,9,273,1,ATT;MH1;MH2;MHZ,2289767,lunaseis-independent-background-v0.1
S15,1977,181,4,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1977,195,21,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1977,196,10,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1977,207,31,273,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S15,1977,214,29,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1977,218,1,273,1,ATT;MH1;MH2;MHZ,2269287,lunaseis-independent-background-v0.1
S15,1977,237,28,273,1,ATT;MH1;MH2;MHZ,2027623,lunaseis-independent-background-v0.1
S15,1977,240,22,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S15,1977,248,32,273,1,ATT;MH1;MH2;MHZ,2076775,lunaseis-independent-background-v0.1
S15,1977,260,15,273,1,ATT;MH1;MH2;MHZ,2265191,lunaseis-independent-background-v0.1
S15,1977,268,16,273,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,121,31,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,123,27,255,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S16,1972,140,3,255,1,ATT;MH1;MH2;MHZ,2281575,lunaseis-independent-background-v0.1
S16,1972,148,23,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,153,15,255,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S16,1972,158,29,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,166,32,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,181,16,255,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S16,1972,186,4,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,194,21,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,210,28,255,1,ATT;MH1;MH2;MHZ,2248807,lunaseis-independent-background-v0.1
S16,1972,219,25,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,231,10,255,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S16,1972,250,18,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,255,8,255,1,ATT;MH1;MH2;MHZ,2199655,lunaseis-independent-background-v0.1
S16,1972,259,30,255,1,ATT;MH1;MH2;MHZ,2281575,lunaseis-independent-background-v0.1
S16,1972,264,6,255,1,ATT;MH1;MH2;MHZ,2195559,lunaseis-independent-background-v0.1
S16,1972,282,19,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,286,14,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,287,9,255,1,ATT;MH1;MH2;MHZ,2285671,lunaseis-independent-background-v0.1
S16,1972,299,26,255,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S16,1972,308,17,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,313,13,255,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S16,1972,321,5,255,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S16,1972,322,12,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,325,22,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,340,24,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,345,1,255,1,ATT;MH1;MH2;MHZ,2293863,lunaseis-independent-background-v0.1
S16,1972,355,2,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1972,358,11,255,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S16,1972,360,20,255,1,ATT;MH1;MH2;MHZ,2273383,lunaseis-independent-background-v0.1
S16,1972,364,7,255,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,023,28,365,1,ATT;MH1;MH2;MHZ,2269287,lunaseis-independent-background-v0.1
S16,1973,029,4,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,058,2,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S16,1973,060,29,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,065,14,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,074,1,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S16,1973,075,12,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,078,15,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,082,6,365,1,ATT;MH1;MH2;MHZ,2281575,lunaseis-independent-background-v0.1
S16,1973,085,27,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S16,1973,096,26,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,103,5,365,1,ATT;MH1;MH2;MHZ,2265191,lunaseis-independent-background-v0.1
S16,1973,120,31,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,143,22,365,1,ATT;MH1;MH2;MHZ,2281575,lunaseis-independent-background-v0.1
S16,1973,158,13,365,1,ATT;MH1;MH2;MHZ,2297959,lunaseis-independent-background-v0.1
S16,1973,181,11,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,196,23,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,197,25,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S16,1973,202,10,365,1,ATT;MH1;MH2;MHZ,2277479,lunaseis-independent-background-v0.1
S16,1973,207,21,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,226,16,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S16,1973,229,20,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S16,1973,239,30,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,248,8,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S16,1973,253,3,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,294,18,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,298,17,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,321,24,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S16,1973,330,32,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,352,19,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,356,9,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1973,359,7,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1974,014,24,365,1,ATT;MH1;MH2;MHZ,2289767,lunaseis-independent-background-v0.1
S16,1974,019,31,365,1,ATT;MH1;MH2;MHZ,2269287,lunaseis-independent-background-v0.1
S16,1974,029,1,365,1,ATT;MH1;MH2;MHZ,2285671,lunaseis-independent-background-v0.1
S16,1974,042,32,365,1,ATT;MH1;MH2;MHZ,2269287,lunaseis-independent-background-v0.1
S16,1974,066,7,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1974,069,10,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S16,1974,080,30,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1974,096,2,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1974,103,6,365,1,ATT;MH1;MH2;MHZ,1966183,lunaseis-independent-background-v0.1
S16,1974,104,28,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S16,1974,111,11,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1974,117,23,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1974,120,9,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
S16,1974,141,22,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1974,160,17,365,1,ATT;MH1;MH2;MHZ,2269287,lunaseis-independent-background-v0.1
S16,1974,167,8,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1974,182,25,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S16,1974,183,13,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1974,184,16,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1974,216,4,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1974,224,26,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1974,226,15,365,1,ATT;MH1;MH2;MHZ,2285671,lunaseis-independent-background-v0.1
S16,1974,245,18,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1974,246,19,365,1,ATT;MH1;MH2;MHZ,2256999,lunaseis-independent-background-v0.1
S16,1974,249,21,365,1,ATT;MH1;MH2;MHZ,2277479,lunaseis-independent-background-v0.1
S16,1974,292,20,365,1,ATT;MH1;MH2;MHZ,2252903,lunaseis-independent-background-v0.1
S16,1974,297,3,365,1,ATT;MH1;MH2;MHZ,2261095,lunaseis-independent-background-v0.1
